A	14	3572861	5619828	6504011	13260186	14581262	16857866	161464954	250387421	
A	15	11	12	22	25	27	32	37	41	
A	15	3596616	5552933	6428760	13196081	14459297	16651987	160503724	249559447	
A	16	11	12	22	25	27	32	37	41	
A	16	3768848	6869600	8230464	15640313	17784336	21145483	192969683	279520771	
A	17	11	12	22	25	27	32	37	41	
A	17	3308446	5325142	6178193	12295314	13558729	15586849	153241775	241995071	
A	18	11	12	22	25	27	32	37	41	
A	18	3933233	7034656	8484699	16006845	18453497	21960778	194749477	280428282	
A	19	11	12	22	25	27	32	37	41	
A	19	3636792	5796362	6793016	13236086	14834308	17182042	154336298	240110702	
A	20	11	12	22	25	27	32	37	41	
A	20	3745325	5814636	6736475	13425484	14989629	16888142	152544693	239961028	
A	21	11	12	22	25	27	32	37	41	
A	21	3478573	5515901	6447366	12725131	14346518	16212266	151996215	238082211	
A	22	11	12	22	25	27	32	37	41	
A	22	3531461	5607094	6543624	12916618	14566991	16412832	153431841	240513758	
A	23	11	12	22	25	27	32	37	41	
A	23	4024800	7323323	8909779	16213425	19163836	22592924	197533172	281428531	
A	24	11	12	22	25	27	32	37	41	
A	24	4371547	8295589	10107976	19024207	22316985	26134699	198118074	278660336	
A	25	11	12	22	25	27	32	37	41	
A	25	3687964	6001764	7005811	13538074	15381852	17283864	154634796	240903058	
A	26	11	12	22	25	27	32	37	41	
A	26	4409730	7661800	9221831	17695929	20596945	23847736	195847972	280731104	
A	27	11	12	22	25	27	32	37	41	
A	27	3958933	6122611	7122334	14005087	15790159	17691581	154959001	242457617	
A	28	11	12	22	25	27	32	37	41	
A	28	4007550	6371124	7420033	14390003	16220868	18188885	154656874	241198321	
A	29	11	12	22	25	27	32	37	41	
A	29	3798095	6018372	7060833	13641230	15514414	17482193	154921019	241029314	
A	30	11	12	22	25	27	32	37	41	
A	30	4084983	6510833	7654483	14621783	16646515	18901832	155980133	240543257	
A	31	11	12	22	25	27	32	37	41	
A	31	3980719	6259849	7294186	14080172	15915397	17904783	154438158	240637882	
A	32	11	12	22	25	27	32	37	41	
A	32	4023156	6318037	7362063	14209335	16070198	18053428	155182073	241430389	
A	33	11	12	22	25	27	32	37	41	
A	33	4012385	6596588	7771900	14449035	16518424	18797378	157261950	242073901	
A	34	11	12	22	25	27	32	37	41	
A	34	4085710	6339411	7342781	14193736	15999845	17893663	153397699	239725958	
A	35	11	12	22	25	27	32	37	41	
A	35	4323585	7077320	8284695	15236035	17343526	19642609	158817614	243848713	
A	36	11	12	22	25	27	32	37	41	
A	36	5037637	8781423	10492232	20162389	23212029	26570713	197092180	281001140	
A	37	11	12	22	25	27	32	37	41	
A	37	4195693	6837986	7950643	14853685	16846740	18879871	157048799	243403163	
A	38	11	12	22	25	27	32	37	41	
A	38	4485357	6888605	7978306	15207869	17184340	19215905	155476814	240872476	
A	39	11	12	22	25	27	32	37	41	
A	39	4391457	6994725	8127891	15229911	17229182	19343632	156439164	241075123	
A	40	11	12	22	25	27	32	37	41	
A	40	5492963	9076286	10742748	20516450	23565771	26921464	196123635	279050741	
A	41	11	12	22	25	27	32	37	41	
A	41	5756932	9990963	11908982	22362142	25761699	29595004	199584444	279965918	
A	42	11	12	22	25	27	32	37	41	
A	42	5331559	9636773	11591273	20875332	24323509	28164662	200025094	280760463	
A	43	11	12	22	25	27	32	37	41	
A	43	4661870	7374366	8570147	15987289	18108946	20352131	158782958	243943759	
A	44	11	12	22	25	27	32	37	41	
A	44	5609419	9561890	11343237	21263318	24400488	27888698	196410238	278652012	
A	45	11	12	22	25	27	32	37	41	
A	45	4692418	7493159	8703699	16022827	18138539	20363231	157047252	241410201	
A	46	11	12	22	25	27	32	37	41	
A	46	4914634	7989543	9383245	17060214	19492379	22115539	159424695	241512001	
A	47	11	12	22	25	27	32	37	41	
A	47	4738938	7445231	8642968	16060364	18162829	20395271	157186896	241819966	
A	48	11	12	22	25	27	32	37	41	
A	48	5261562	8310862	9669170	17688727	20049747	22645765	159036388	241244530	
A	49	11	12	22	25	27	32	37	41	
A	49	5565146	10304939	12421428	20948269	24662482	28765954	199509044	277525703	
A	50	11	12	22	25	27	32	37	41	
A	50	4958955	7984601	9299955	17008850	19303237	21811268	159167971	242019592	
A	51	11	12	22	25	27	32	37	41	
A	51	5784790	10362598	12335373	21816288	25281025	29116205	197745723	277431794	
A	52	11	12	22	25	27	32	37	41	
A	52	5413358	8549957	9979847	18056271	20589561	23336808	160003133	241824206	
A	53	11	12	22	25	27	32	37	41	
A	53	5497826	8566801	9926739	18248125	20616080	23386305	158654627	241199626	
A	54	11	12	22	25	27	32	37	41	
A	54	5363335	8843545	10376099	18414707	21028576	24151135	160614295	241106087	
A	55	11	12	22	25	27	32	37	41	
A	55	5574344	8704053	10100392	18435065	20911469	23795809	159232636	241408793	
A	56	11	12	22	25	27	32	37	41	
A	56	5204618	8291194	9669740	17472474	19862249	22714685	158425107	240327184	
A	57	11	12	22	25	27	32	37	41	
A	57	5168117	8407594	9789584	17525002	19919578	22826651	159807107	242674891	
A	58	11	12	22	25	27	32	37	41	
A	58	5523239	9006586	10576715	18739704	21489470	24774766	161713568	241999086	
A	59	11	12	22	25	27	32	37	41	
A	59	5358083	8536393	9916362	17875067	20262944	23147852	159450714	242402001	
A	60	11	12	22	25	27	32	37	41	
A	60	5390432	8564415	9943633	17941844	20331537	23236818	159089963	241390307	
A	61	11	12	22	25	27	32	37	41	
A	61	5385493	8955829	10543215	18355172	21082347	24434021	161554896	241067401	
A	62	11	12	22	25	27	32	37	41	
A	62	5467104	8804495	10295385	18259069	20812905	24009721	160318520	241225511	
A	63	11	12	22	25	27	32	37	41	
